0.1  0.9493032514930325
0.2  0.9486131386861314
0.3  0.9467816854678168
0.4  0.9444459190444592
0.5  0.9414996682149966
0.6  0.9365096217650962
0.7  0.9311214333112143
0.8  0.9251758460517585
0.9  0.9182216323822163
1.0  0.9125149303251493
1.1  0.9042335766423357
1.2  0.8955009953550099
1.3  0.8850431320504313
1.4  0.8732581287325812
1.5  0.8626410086264101
1.6  0.8494492368944924
1.7  0.836894492368945
1.8  0.8231453218314532
1.9  0.809183808891838
2.0  0.7955142667551427
2.1  0.7814996682149967
2.2  0.7665295288652952
2.3  0.7509223623092236
2.4  0.7346781685467817
2.5  0.7177969475779695
2.6  0.7007299270072993
2.7  0.6837956204379562
2.8  0.6660650298606503
2.9  0.6485998672859987
3.0  0.6317451891174519
3.1  0.6125812873258129
3.2  0.5941871267418712
3.3  0.5753682813536828
3.4  0.5571068347710684
3.5  0.5390577305905773
3.6  0.5227073656270737
3.7  0.505056403450564
3.8  0.487564698075647
3.9  0.4715593895155939
4.0  0.45531519575315194
4.1  0.43909754479097546
4.2  0.42309223623092235
4.3  0.4050431320504313
4.4  0.3894890510948905
4.5  0.3733775713337757
4.6  0.35710683477106836
4.7  0.34303915063039153
4.8  0.32714001327140013
4.9  0.31147976111479764
5.0  0.2971731917717319
5.1  0.28175182481751826
5.2  0.26779031187790314
5.3  0.255129396151294
5.4  0.24106171201061713
5.5  0.22800265428002656
5.6  0.21550099535500997
5.7  0.20342402123424022
5.8  0.1922229595222296
5.9  0.18213669542136696
6.0  0.17138686131386863
6.1  0.1619907100199071
6.2  0.15280690112806902
6.3  0.14317186463171866
6.4  0.13494359654943597
6.5  0.12660915726609157
6.6  0.11925680159256802
6.7  0.11222295952222959
6.8  0.10617120106171202
6.9  0.100092899800929
7.0  0.093828798938288
7.1  0.08820172528201725
7.2  0.08321167883211679
7.3  0.0778234903782349
7.4  0.07381552753815528
7.5  0.06927670869276709
7.6  0.0652952886529529
7.7  0.061765096217650965
7.8  0.05852687458526874
7.9  0.05486396814863968
8.0  0.05173191771731918
8.1  0.04878566688785667
8.2  0.046184472461844726
8.3  0.04355673523556735
8.4  0.04124751161247511
8.5  0.03885865958858659
8.6  0.036761778367617785
8.7  0.034717982747179826
8.8  0.033178500331785
8.9  0.03145321831453218
9.0  0.029966821499668214
9.1  0.029037823490378235
9.2  0.027577969475779694
9.3  0.02633045786330458
9.4  0.024976775049767752
9.5  0.024100862641008625
9.6  0.02325149303251493
9.7  0.022508294625082945
9.8  0.02152621101526211
9.9  0.020676841406768415
10.0  0.019986728599867287
