1,64,64,36,27,27,27
2,27,27,64,64,36,36
3,36,1,27,1,1,41
4,1,36,1,36,41,1
5,84,41,41,41,64,208
6,17,17,18,208,208,271
7,71,18,53,17,86,18
8,83,31,84,18,43,64
9,31,43,13,24,19,86
10,13,13,85,35,84,43
