1,27,64,64,27,27,27
2,64,27,1,64,1,36
3,1,1,27,1,64,18
4,13,13,36,18,18,1
5,20,36,13,208,36,208
6,36,18,18,16,208,43
7,69,29,74,43,43,64
8,84,17,17,17,17,174
9,71,31,29,29,174,16
10,85,16,84,36,29,17
